PERIODO,PATOLOGIA,TERRITORIO,MASCHI,FEMMINE,TOTALE
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83084,13,16,29
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83085,3,4,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83086,7,6,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83088,12,2,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83089,9,9,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83090,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83091,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83092,6,4,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83094,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83095,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83096,6,6,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83097,15,10,25
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83098,4,2,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83099,14,10,24
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83100,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83101,4,6,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83102,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83103,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83104,1,5,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83105,13,6,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83106,8,3,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83107,10,4,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,83108,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84001,67,49,116
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84002,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84003,13,5,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84004,7,2,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84005,8,2,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84006,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84007,7,10,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84008,4,4,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84009,6,6,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84010,5,7,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84011,38,30,68
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84012,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84013,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84014,5,7,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84015,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84016,1,1,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84017,22,25,47
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84018,6,5,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84019,1,0,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84020,4,3,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84021,34,32,66
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84022,4,6,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84023,15,14,29
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84024,0,3,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84025,6,3,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84026,14,10,24
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84027,15,18,33
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84028,22,13,35
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84029,8,4,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84030,11,6,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84031,10,3,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84032,5,5,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84033,30,19,49
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84034,12,6,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84035,7,3,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84036,4,7,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84037,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84038,9,6,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84039,1,0,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84040,7,2,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84041,48,31,79
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84042,8,1,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,84043,6,3,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85001,2,0,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85002,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85003,6,6,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85004,63,47,110
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85005,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85006,6,3,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85007,68,55,123
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85008,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85009,7,8,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85010,3,4,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85011,2,4,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85012,13,9,22
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85013,24,21,45
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85014,7,0,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85015,11,9,20
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85016,28,30,58
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85017,8,4,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85018,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85019,4,8,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85021,7,0,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,85022,2,1,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86001,5,7,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86002,7,5,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86003,6,3,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86004,20,9,29
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86005,6,8,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86006,6,8,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86007,6,8,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86008,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86009,47,40,87
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86010,8,3,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86011,20,16,36
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86012,23,13,36
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86013,5,1,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86014,21,19,40
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86015,7,4,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86016,6,5,11
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86017,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86018,17,7,24
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86019,8,9,17
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,86020,7,5,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87001,3,2,5
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87002,27,16,43
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87003,24,9,33
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87004,65,48,113
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87005,7,9,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87006,32,23,55
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87007,29,17,46
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87008,21,9,30
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87009,24,18,42
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87010,8,6,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87011,32,25,57
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87012,3,0,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87013,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87014,4,4,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87015,397,348,745
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87016,12,13,25
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87017,31,29,60
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87018,11,19,30
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87019,29,19,48
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87020,1,3,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87021,9,7,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87022,5,3,8
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87023,13,7,20
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87024,19,18,37
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87025,6,6,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87027,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87028,5,4,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87029,47,31,78
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87030,12,7,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87031,7,7,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87032,14,8,22
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87033,58,43,101
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87034,9,5,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87035,5,1,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87036,2,0,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87037,10,4,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87038,14,11,25
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87039,10,6,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87040,3,0,3
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87041,29,13,42
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87042,20,10,30
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87043,6,1,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87044,5,2,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87045,18,16,34
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87046,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87047,8,5,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87048,9,4,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87049,21,11,32
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87050,11,8,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87051,18,22,40
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87052,4,5,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87053,6,8,14
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87054,9,6,15
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87055,13,14,27
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87056,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87057,0,2,2
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,87058,3,3,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88001,8,8,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88002,8,4,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88003,31,29,60
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88004,6,1,7
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88005,21,9,30
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88006,59,49,108
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88007,3,6,9
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88008,22,3,25
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88009,83,56,139
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88010,9,10,19
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88011,29,12,41
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,88012,60,35,95
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89001,44,27,71
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89002,32,29,61
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89003,4,0,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89004,2,4,6
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89005,5,5,10
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89006,21,16,37
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89007,0,1,1
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89008,3,1,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89009,22,23,45
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89010,19,9,28
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89011,32,23,55
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89012,4,8,12
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89013,28,22,50
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89014,21,25,46
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89015,9,4,13
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89016,19,12,31
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89017,128,127,255
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89018,9,9,18
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89019,8,8,16
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89020,2,2,4
2009-2017,Tumori maligni del tessuto linfatico/ematopoietico,89021,10,10,20
2009-2017,Tumori maligni dell'esofago,81001,2,2,4
2009-2017,Tumori maligni dell'esofago,81005,0,1,1
2009-2017,Tumori maligni dell'esofago,81006,2,0,2
2009-2017,Tumori maligni dell'esofago,81007,1,1,2
2009-2017,Tumori maligni dell'esofago,81008,6,1,7
2009-2017,Tumori maligni dell'esofago,81010,1,1,2
2009-2017,Tumori maligni dell'esofago,81011,10,3,13
2009-2017,Tumori maligni dell'esofago,81012,3,2,5
2009-2017,Tumori maligni dell'esofago,81013,3,0,3
2009-2017,Tumori maligni dell'esofago,81014,1,1,2
2009-2017,Tumori maligni dell'esofago,81015,0,1,1
2009-2017,Tumori maligni dell'esofago,81018,4,0,4
2009-2017,Tumori maligni dell'esofago,81019,0,1,1
2009-2017,Tumori maligni dell'esofago,81021,9,5,14
2009-2017,Tumori maligni dell'esofago,81022,1,2,3
2009-2017,Tumori maligni dell'esofago,82001,1,0,1
2009-2017,Tumori maligni dell'esofago,82003,0,1,1
2009-2017,Tumori maligni dell'esofago,82006,5,4,9
2009-2017,Tumori maligni dell'esofago,82007,1,1,2
2009-2017,Tumori maligni dell'esofago,82009,1,0,1
2009-2017,Tumori maligni dell'esofago,82010,2,0,2
2009-2017,Tumori maligni dell'esofago,82014,1,0,1
2009-2017,Tumori maligni dell'esofago,82015,0,1,1
2009-2017,Tumori maligni dell'esofago,82020,1,0,1
2009-2017,Tumori maligni dell'esofago,82021,0,1,1
2009-2017,Tumori maligni dell'esofago,82022,1,0,1
2009-2017,Tumori maligni dell'esofago,82023,1,0,1
2009-2017,Tumori maligni dell'esofago,82027,1,1,2
2009-2017,Tumori maligni dell'esofago,82028,1,0,1
2009-2017,Tumori maligni dell'esofago,82029,1,0,1
2009-2017,Tumori maligni dell'esofago,82031,1,0,1
2009-2017,Tumori maligni dell'esofago,82032,1,0,1
2009-2017,Tumori maligni dell'esofago,82034,1,0,1
2009-2017,Tumori maligni dell'esofago,82035,2,0,2
2009-2017,Tumori maligni dell'esofago,82038,1,0,1
2009-2017,Tumori maligni dell'esofago,82042,1,0,1
2009-2017,Tumori maligni dell'esofago,82043,1,0,1
2009-2017,Tumori maligni dell'esofago,82049,3,1,4
2009-2017,Tumori maligni dell'esofago,82051,1,1,2
2009-2017,Tumori maligni dell'esofago,82053,80,38,118
2009-2017,Tumori maligni dell'esofago,82054,2,0,2
2009-2017,Tumori maligni dell'esofago,82055,1,1,2
2009-2017,Tumori maligni dell'esofago,82059,2,0,2
2009-2017,Tumori maligni dell'esofago,82067,2,1,3
2009-2017,Tumori maligni dell'esofago,82070,3,1,4
2009-2017,Tumori maligni dell'esofago,82071,1,1,2
2009-2017,Tumori maligni dell'esofago,82073,3,0,3
2009-2017,Tumori maligni dell'esofago,82079,3,1,4
2009-2017,Tumori maligni dell'esofago,82080,1,1,2
2009-2017,Tumori maligni dell'esofago,83005,2,2,4
2009-2017,Tumori maligni dell'esofago,83007,1,0,1
2009-2017,Tumori maligni dell'esofago,83009,3,1,4
2009-2017,Tumori maligni dell'esofago,83014,1,0,1
2009-2017,Tumori maligni dell'esofago,83016,1,0,1
2009-2017,Tumori maligni dell'esofago,83023,0,1,1
2009-2017,Tumori maligni dell'esofago,83024,1,0,1
2009-2017,Tumori maligni dell'esofago,83027,2,0,2
2009-2017,Tumori maligni dell'esofago,83029,1,0,1
2009-2017,Tumori maligni dell'esofago,83032,2,0,2
2009-2017,Tumori maligni dell'esofago,83038,1,0,1
2009-2017,Tumori maligni dell'esofago,83041,0,1,1
2009-2017,Tumori maligni dell'esofago,83042,1,1,2
2009-2017,Tumori maligni dell'esofago,83048,32,12,44
2009-2017,Tumori maligni dell'esofago,83049,5,1,6
2009-2017,Tumori maligni dell'esofago,83052,1,1,2
2009-2017,Tumori maligni dell'esofago,83053,1,0,1
2009-2017,Tumori maligni dell'esofago,83058,1,0,1
2009-2017,Tumori maligni dell'esofago,83060,1,0,1
2009-2017,Tumori maligni dell'esofago,83061,1,0,1
2009-2017,Tumori maligni dell'esofago,83064,1,0,1
2009-2017,Tumori maligni dell'esofago,83066,2,2,4
2009-2017,Tumori maligni dell'esofago,83068,1,0,1
2009-2017,Tumori maligni dell'esofago,83072,0,1,1
2009-2017,Tumori maligni dell'esofago,83077,0,1,1
2009-2017,Tumori maligni dell'esofago,83084,2,1,3
2009-2017,Tumori maligni dell'esofago,83086,1,0,1
